"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2017","7","150","Commonwealth","Ann Patchett","Fiction, Literature","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2017","7","150","Behold the dreamers : a novel / Imbolo Mbue.","Mbue, Imbolo.","Cameroonians United States Fiction, Immigrants United States Fiction, Upper class United States Fiction, Families Fiction, Family secrets Fiction, Global Financial Crisis 2008 2009 Fiction","Random House,","2016."
"Physical","Horizon","VIDEODISC","2017","8","150","I am not your negro / written by James Baldwin ; directed by Raoul Peck ; produced by Rémi Grellety, Raoul Peck, Hébert Peck ; a co-production of Velvet Film, Inc., Velvet Film S.A.S., Artemis Productions, Close Up Films, Arte France, RTS, RTBF.",,"United States Race relations, Civil rights movements United States History 20th century, Racism United States, African Americans Civil rights History 20th century, Nonfiction films, Documentary films, Historical films, Feature films, Film adaptations, Video recordings for the hearing impaired","Distributed by Magnolia Home Entertainment,","c2017."
"Physical","Horizon","VIDEODISC","2017","9","150","Gifted / Fox Searchlight Pictures ; TSG Entertainment ; a FilmNation Entertainment/Grade A Entertainment production ; produced by Karen Lunder, Andy Cohen ; written by Tom Flynn ; directed by Marc Webb.",,"Gifted children Drama, Uncles Drama, Grandmothers Drama, Custody of children Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","20th Century Fox Home Entertainment,","[2017]"
"Physical","Horizon","VIDEODISC","2017","10","150","Finding Dory [videorecording] / Walt Disney Pictures ; Pixar Animation Studios ; directed by Andrew Stanton ; co-directed by Angus MacLane ; produced by Lindsey Collins ; original story by Andrew Stanton ; screenplay by Andrew Stanton, Victoria Strouse.",,"Anemonefishes Juvenile drama, Missing children Juvenile drama, Parent and child Juvenile drama, Fishes Juvenile drama, Memory Juvenile drama, Quests Expeditions Juvenile drama, Animated films, Childrens films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Distributed by Buena Vista Home Entertainment,","2016."
"Physical","Horizon","VIDEODISC","2017","10","150","Hell or high water [videorecording] / Lionsgate ; CBS Films ; a Sidney Kimmel Entertainment, Film 44, LBI Entertainment, OddLot Entertainment production ; directed by David Mackenzie ; written by Taylor Sheridan ; produced by Sidney Kimmel, Peter Berg, Carla Hacken, Julie Yorn",,"Farm foreclosures Texas Drama, Divorced men Drama, Brothers Drama, Feature films, Thrillers Motion pictures, Action and adventure films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Lions Gate Home Entertainment,","[2016]"
"Digital","OverDrive","EBOOK","2017","12","150","Into the Water: A Novel","Paula Hawkins","Fiction, Literature, Suspense, Thriller","Penguin Group (USA), Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2017","12","150","What Happened (Unabridged)","Hillary Rodham Clinton","Biography & Autobiography, Nonfiction, Politics","Simon & Schuster - All Library","2017"
"Digital","OverDrive","AUDIOBOOK","2018","3","150","Ready Player One (Unabridged)","Ernest Cline","Fiction, Science Fiction, Thriller","Books on Tape","2011"
"Digital","OverDrive","EBOOK","2018","5","150","Into the Water: A Novel","Paula Hawkins","Fiction, Literature, Suspense, Thriller","Penguin Group (USA), Inc.","2017"
"Physical","Horizon","VIDEODISC","2018","5","150","The mountain between us / 20th Century Fox ; CE ; Fox 2000 Pictures ; directed by Hany Abu-Assad ; screenplay by Chris Weitz and J. Mills Goodloe ; produced by Peter Chernin, Jenno Topping, David Ready.",,"Airplane crash survival Drama, Man woman relationships Drama, Wilderness areas Drama, Mountains Drama, Action and adventure films, Feature films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","20th Century Fox Home Entertainment,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","5","150","A Wrinkle In Time: Time Quartet, Book 1 (unabridged) (Unabridged)","Madeleine L'engle","Juvenile Fiction, Science Fiction","Books on Tape","2012"
"Physical","Horizon","VIDEODISC","2018","6","150","Wonder Woman / directed by Patty Jenkins ; screenplay by Allan Heinberg ; story by Zack Snyder & Allan Heinberg and Jason Fuchs ; produced by Charles Roven, Deborah Snyder, Zack Snyder, Richard Suckle ; a Warner Bros. Pictures presentation ; in association with RatPac-Dune Entertainment, Tencent Pictures and Wanda Pictures ; an Atlas Entertainment/Cruel and Unusual production.",,"Wonder Woman Fictitious character Drama, Women superheroes Drama, Superheroes Drama, Amazons Drama, World War 1914 1918 Drama, Feature films, Fiction films, Action and adventure films, Fantasy films, Science fiction films, War films, Superhero films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","Warner Bros. Home Entertainment,","[2017]"
"Physical","Horizon","VIDEODISC","2018","7","150","The commuter / Lionsgate ; Studiocanal ; The Picture Company ; in association with Ombra Films ; produced by Andrew Rona, Alex Heineman ; story by Byron Willinger & Philip de Blasi ; screenplay by Byron Willinger & Philip De Blasi and Ryan Engle ; directed by Jaume Collet-Serra.",,"Commuters Drama, Conspiracies Drama, Crime Drama, Action and adventure films, Detective and mystery films, Thrillers Motion pictures, Feature films, Fiction films, Video recordings for people with visual disabilities, Video recordings for the hearing impaired","Lionsgate,","[2018]"
"Physical","Horizon","VIDEODISC","2018","7","150","American made / a Universal Pictures and Cross Creek Pictures presentation ; in association with Imagine Entertainment ; in association with Vendian Entertainment, Quadrant Pictures and Hercules Film Fund ; directed by Doug Liman ; written by Gary Spinelli ; produced by Brian Grazer, Brian Oliver, Doug Davison, Kim Roth, Ray Angelic, Tyler Thompson.",,"Seal Barry 1939 1986 Drama, United States Central Intelligence Agency Drama, Air pilots Drama, Drug couriers Drama, Crime Drama, Feature films, Fiction films, Action and adventure films, Biographical films, Historical films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Universal Pictures Home Entertainment,","[2018]"
"Physical","Horizon","VIDEODISC","2018","8","150","Love, Simon / Twentieth Century Fox ; Temple Hill ; Fox 2000 Pictures ; produced by Wyck Godfrey, Marty Bowen, Pouya Shahbazian, Isaac Klausner ; screenplay by Elizabeth Berger & Isaac Aptaker ; directed by Greg Berlanti.",,"Gay teenagers Drama, Friendship in adolescence Drama, Secrecy Drama, Coming out Sexual orientation Drama, Pen pals Drama, High schools Drama, High school students Drama, Extortion Drama, Feature films, Coming of age films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Twentieth Century Fox Home Entertainment,","[2018]"
"Physical","Horizon","ER","2018","8","150","FlexTech--Tablets.",,"iPad Computer, Tablet computers","Apple Inc.,","[2013?]-"
"Digital","OverDrive","AUDIOBOOK","2018","9","150","All the Light We Cannot See: A Novel (unabridged) (Unabridged)","Anthony Doerr","Fiction, Historical Fiction","Simon & Schuster - All Library","2014"
"Physical","Horizon","BOOK","2018","10","150","Dog Man. A tale of two kitties / written and illustrated by Dav Pilkey, as George Beard and Harold Hutchins ; with color by Jose Garibaldi.","Pilkey, Dav, 1966-","Dog Man Fictitious character Comic books strips etc, Dogs Comic books strips etc, Cats Comic books strips etc, Police Comic books strips etc, Cartoons and comics, Graphic novels, Humorous comics","Graphix, an imprint of Scholastic,","2017."
"Digital","OverDrive","EBOOK","2018","11","150","The Woman in the Window: A Novel","A. J. Finn","Fiction, Suspense, Thriller","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2018","12","150","Into the Water: A Novel","Paula Hawkins","Fiction, Literature, Suspense, Thriller","Penguin Group (USA), Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2018","12","150","Harry Potter and the Sorcerer's Stone: Harry Potter Series, Book 1 (unabridged) (Unabridged)","J. K. Rowling","Fantasy, Young Adult Fiction","Pottermore","2012"
"Physical","Horizon","VIDEODISC","2019","1","150","A simple favor / Lionsgate ; Feigco Entertainment ; in association with Hercules Bron Creative Partnership ; directed by Paul Fieg ; screenplay by Jessica Sharzer ; produced by Paul Fieg, Jessie Henderson.",,"Single mothers Fiction, Bloggers Fiction, Missing persons Drama, Video blogs Drama, Female friendship Fiction, Deception Fiction, Feature films, Thrillers Motion pictures, Detective and mystery films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Lions Gate Entertainment,","[2018]"
"Physical","Horizon","BOOK","2019","2","150","The hate u give / Angie Thomas.","Thomas, Angie","Witnesses Juvenile fiction, African Americans Juvenile fiction, Race relations Juvenile fiction, Police shootings Juvenile fiction, Police community relations Juvenile fiction, Young adult fiction","Balzer + Bray, an imprint of HarperCollins Publishers,","[2017]"
"Digital","OverDrive","EBOOK","2019","3","150","Past Tense: A Jack Reacher Novel","Lee Child","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2018"
"Physical","Horizon","BOOK","2019","3","150","Kingdom of the blind / Louise Penny.","Penny, Louise","Gamache Armand Fictitious character Fiction, Executors and administrators Fiction, Wills Fiction, Qu‚bec Province Fiction, Detective and mystery fiction","Minotaur Books,","2018."
"Physical","Horizon","VIDEODISC","2019","4","150","RBG / Magnolia Pictures, Participant Media & CNN Films present ; a Storyville Films production ; directed & produced by Julie Cohen, Betsy West ; executive producers, Amy Entelis, Courtney Sexton.",,"Ginsburg Ruth Bader, United States Supreme Court Officials and employees Biography, Women judges United States Biography, Biographical films, Feature films, Nonfiction films, Documentary films, Video recordings for the hearing impaired","Distributed by Magnolia Home Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","4","150","Unsheltered: A Novel","Barbara Kingsolver","Fiction, Historical Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","VIDEODISC","2019","4","150","The equalizer. 2 / Sony ; Columbia Pictures ; an Escape Artists/ZHIV/Mace Neufeld production ; produced by Todd Black, Jason Blumenthal, Denzel Washington, Antoine Fuqua, Alex Siskin, Steve Tisch, Mace Neufeld, Tony Eldridge, Michael Sloan ; written by Richard Wenk ; directed by Antoine Fuqua.",,"Revenge Drama, Justice Drama, Special forces Military science Drama, Feature films, Fiction films, Action and adventure films, Thrillers Motion pictures, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2019","5","150","Little Fires Everywhere (Unabridged)","Celeste Ng","Fiction, Literature","Books on Tape","2017"
"Digital","OverDrive","EBOOK","2019","5","150","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Michelle McNamara","Biography & Autobiography, Nonfiction, True Crime","HarperCollins Publishers Inc.","2018"
"Physical","Horizon","VIDEODISC","2019","6","150","Free solo / National Geographic Documentary Films presents ; produced by Little Monster Films, Itinerant Media, and Parkes+MacDonald/Image Nation for National Geographic Documentary Films ; NGC Network US, LLC. ; directed & produced by Elizabeth Chai Vasarhelyi & Jimmy Chin ; produced by Evan Hayes, Shannon Dill ; executive producers, Walter Parkes and Laurie MacDonald, Tim Pastore, Matt Renner.",,"Honnold Alex, Free climbing, Mountaineers United States Biography, Documentary films, Nonfiction films, Biographical films, Video recordings for the hearing impaired","Distributed by 20th Century Fox,","[2019]"
"Physical","Horizon","VIDEODISC","2019","6","150","A private war / Universal ; Aviron Pictures ; in association with Tri G and the Fyzz Facility ; a Kamala Films, Thunder Road Films, Savvy Media Holdings, Denver & Delilah Films production ; produced by Basil Iwanyk, Marissa McMahon, Matthew George, Matthew Heineman, Charlize Theron ; written by Arash Amel ; directed by Matthew Heineman.",,"Colvin Marie Drama, Journalists Drama, War Drama, Feature films, Biographical films, War films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Universal Pictures Home Entertainment,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2019","7","150","Little Fires Everywhere (Unabridged)","Celeste Ng","Fiction, Literature","Books on Tape","2017"
"Physical","Horizon","VIDEODISC","2019","7","150","Free solo / National Geographic Documentary Films presents ; produced by Little Monster Films, Itinerant Media, and Parkes+MacDonald/Image Nation for National Geographic Documentary Films ; NGC Network US, LLC. ; directed & produced by Elizabeth Chai Vasarhelyi & Jimmy Chin ; produced by Evan Hayes, Shannon Dill ; executive producers, Walter Parkes and Laurie MacDonald, Tim Pastore, Matt Renner.",,"Honnold Alex, Free climbing, Mountaineers United States Biography, Documentary films, Nonfiction films, Biographical films, Video recordings for the hearing impaired","Distributed by 20th Century Fox,","[2019]"
"Digital","OverDrive","EBOOK","2019","8","150","Between the World and Me","Ta-Nehisi Coates","African American Nonfiction, Biography & Autobiography, Nonfiction, Sociology","Random House, Inc.","2015"
"Physical","Horizon","VIDEODISC","2019","8","150","Crazy rich Asians / Warner Bros. Pictures ; Color Force ; Ivanhoe Pictures ; in association with SK Global and Starlight Culture ; an Electric Somewhere production ; produced by Nina Jacobson, Brad Simpson, John Penotti ; screenplay by Peter Chiarelli and Adele Lim ; directed by Jon M. Chu.",,"Fianc‚s Drama, Fianc‚es Drama, Americans Singapore Drama, Rich people Drama, Social conflict Drama, Asian Americans Drama, Chinese American women Drama, Families Drama, Man woman relationships Drama, Singapore Drama, Feature films, Fiction films, Romantic comedy films, Comedy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Warner Bros. Home Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","8","150","A Gentleman in Moscow: A Novel","Amor Towles","Fiction, Historical Fiction, Literature","Penguin Group (USA), Inc.","2016"
"Digital","OverDrive","EBOOK","2019","9","150","Unsheltered: A Novel","Barbara Kingsolver","Fiction, Historical Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2019","10","150","Unsheltered: A Novel","Barbara Kingsolver","Fiction, Historical Fiction, Literature","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2019","11","150","Blue Moon: Jack Reacher Series, Book 24","Lee Child","Fiction, Mystery, Suspense, Thriller","Random House, Inc.","2019"
"Physical","Horizon","VIDEODISC","2020","1","150","Shazam! / New Line Cinema presents ; a Peter Safran production ; directed by David F. Sandberg ; screenplay by Henry Gayden ; story by Henry Gayden and Darren Lemke ; produced by Peter Safran ; co-producer, David Witz.",,"Superheroes Drama, Great powers Drama, Good and evil Drama, Teenagers Drama, Foster children Drama, Magic Drama, Superhero films, Action and adventure films, Comedy films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Distributed by Warner Bros. Home Entertainment,","[2019]"
"Physical","Horizon","VIDEODISC","2020","1","150","It. Chapter two / Warner Bros. Pictures ; New Line Cinema ; a Double Dream/Vertigo Entertainment/Rideback production ; produced by Barbara Muschietti, Dan Lin, Roy Lee ; screenplay by Gary Dauberman ; directed by Andy Muschietti.",,"Missing children Drama, Clowns Drama, Good and evil Drama, Fear Drama, Feature films, Horror films, Fantasy films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Warner Bros. Home Entertainment,","[2019]"
"Digital","OverDrive","AUDIOBOOK","2020","3","150","All the Light We Cannot See: A Novel (unabridged) (Unabridged)","Anthony Doerr","Fiction, Historical Fiction","Simon & Schuster - Audiobooks","2014"
"Digital","OverDrive","AUDIOBOOK","2020","3","150","The Dutch House: A Novel (unabridged) (Unabridged)","Ann Patchett","Fiction, Literature","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","3","150","Front Desk (Scholastic Gold)","Kelly Yang","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2018"
"Digital","OverDrive","EBOOK","2020","5","150","Eleanor Oliphant Is Completely Fine: A Novel","Gail Honeyman","Fiction, Literature, Romance","Penguin Group (USA), Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2020","6","150","Little Women: Little Women Series, Book 1 (unabridged) (Unabridged)","Louisa May Alcott","Classic Literature, Fiction","Blackstone Audio, Inc.","2008"
"Digital","OverDrive","AUDIOBOOK","2020","7","150","One Hundred Years of Solitude (Unabridged)","Gabriel García Márquez","Fiction, Literature","Blackstone Audio, Inc.","2014"
"Digital","OverDrive","EBOOK","2020","7","150","Beach Read","Emily Henry","Fiction, Humor (Fiction), Literature, Romance","Penguin Group (USA), Inc.","2020"
"Digital","OverDrive","AUDIOBOOK","2020","8","150","Nine Perfect Strangers (Unabridged)","Liane Moriarty","Fiction, Literature, Thriller","Macmillan Audio","2018"
"Digital","OverDrive","AUDIOBOOK","2020","9","150","This Tender Land (Unabridged)","William Kent Krueger","Fiction, Literature, Mystery","Recorded Books, LLC","2020"
"Digital","OverDrive","AUDIOBOOK","2020","9","150","The Dutch House: A Novel (unabridged) (Unabridged)","Ann Patchett","Fiction, Literature","HarperCollins Publishers Inc.","2019"
"Digital","OverDrive","EBOOK","2020","9","150","The Underground Railroad: A Novel","Colson Whitehead","African American Fiction, Fiction, Historical Fiction, Literature","Random House, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2020","10","150","There There: A novel (unabridged) (Unabridged)","Tommy Orange","Fiction, Literature","Books on Tape","2018"
"Digital","OverDrive","AUDIOBOOK","2020","10","150","The Hunger Games: The Hunger Games Series, Book 1 (unabridged) (Unabridged)","Suzanne Collins","Science Fiction, Thriller, Young Adult Fiction","Scholastic Inc. Audiobooks","2009"
"Digital","OverDrive","EBOOK","2020","10","150","The Great Influenza: The Epic Story of the Deadliest Plague in History","John M. Barry","History, Medical, Nonfiction","Penguin Group (USA), Inc.","2008"
"Digital","OverDrive","EBOOK","2020","10","150","Born a Crime: Stories from a South African Childhood","Trevor Noah","Biography & Autobiography, Humor (Nonfiction), Nonfiction, Performing Arts","Random House, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2020","11","150","Normal People: A Novel (unabridged) (Unabridged)","Sally Rooney","Fiction, Literature","Books on Tape","2019"
"Digital","OverDrive","EBOOK","2020","11","150","The New Jim Crow: Mass Incarceration in the Age of Colorblindness","Michelle Alexander","African American Nonfiction, Law, Nonfiction, Politics, Sociology","Lightning Source Inc","2020"
